,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,url
80632,445185,1739,665AP36-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/665AP36-SG/445185
80633,446721,1745,665AP40-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/665AP40-SG/446721
80634,478977,1871,665AP41-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/665AP41-SG/478977
80635,5735937,22406,665GJ30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/665GJ30-SG/5735937
80636,351489,1373,665JK30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/665JK30-SG/351489
80637,18433,72,665KA30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/665KA30-SG/18433
80638,391937,1531,665KA35-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/665KA35-SG/391937
80639,155905,609,665ML30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/665ML30-SG/155905
80640,5559297,21716,665PN50-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/665PN50-SG/5559297
80641,449793,1757,665PN50A-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/665PN50A-SG/449793
80642,444929,1738,665TR35-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/665TR35-SG/444929
80643,445953,1742,665TS40-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/665TS40-SG/445953
80644,953857,3726,665WB28-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/665WB28-SG/953857
80645,5677057,22176,665WB30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/665WB30-SG/5677057
80646,476161,1860,666JH34-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/666JH34-SG/476161
80647,319489,1248,666KA32-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/666KA32-SG/319489
80648,5737729,22413,666TN30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/666TN30-SG/5737729
80649,244737,956,667GS2050-GS,,0,,0.0,0.01,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/667GS2050-GS/244737
80650,7425,29,667MH31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/667MH31-SG/7425
80651,320257,1251,667MH32-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/667MH32-SG/320257
80652,22273,87,667RJ30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/667RJ30-SG/22273
80653,5652481,22080,667RJ50-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/667RJ50-SG/5652481
80654,5728001,22375,667TN50-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/667TN50-SG/5728001
80655,392961,1535,667TS50-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/667TS50-SG/392961
80656,19457,76,667UK30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/667UK30-SG/19457
80657,5737985,22414,667UP30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/667UP30-SG/5737985
80658,5265665,20569,668AP24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668AP24-SG/5265665
80659,352769,1378,668AP33-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668AP33-SG/352769
80660,5747969,22453,668AP35-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668AP35-SG/5747969
80661,366593,1432,668AP35A-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668AP35A-SG/366593
80662,5748481,22455,668AP39-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668AP39-SG/5748481
80663,5735681,22405,668GA30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668GA30-SG/5735681
80664,1844481,7205,668GS2031-GS,,0,,0.0,0.01,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668GS2031-GS/1844481
80665,5727489,22373,668HR39-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668HR39-SG/5727489
80666,352257,1376,668JH32-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668JH32-SG/352257
80667,367873,1437,668KA36-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668KA36-SG/367873
80668,366081,1430,668MZ31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668MZ31-SG/366081
80669,5666305,22134,668TN55-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668TN55-SG/5666305
80670,23553,92,668UP30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668UP30-SG/23553
80671,5737217,22411,668WB30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668WB30-SG/5737217
80672,392193,1532,668WB35-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/668WB35-SG/392193
80673,353025,1379,669KA37-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/669KA37-SG/353025
80674,698881,2730,669MP25-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/669MP25-SG/698881
80675,5629953,21992,669MP30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/669MP30-SG/5629953
80676,151041,590,669PN30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/669PN30-SG/151041
80677,45825,179,669TN30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/669TN30-SG/45825
80678,5660929,22113,669TN50-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/669TN50-SG/5660929
80679,423681,1655,669TS40-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/669TS40-SG/423681
80680,5726977,22371,669TS50-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/669TS50-SG/5726977
80681,5656833,22097,669UP30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/669UP30-SG/5656833
80682,297729,1163,66AS30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66AS30-SG/297729
80683,421121,1645,66AS30A-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66AS30A-SG/421121
80684,5475585,21389,66GA30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66GA30-SG/5475585
80685,5121,20,66GA30A-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66GA30A-SG/5121
80686,5542401,21650,66GJ29-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66GJ29-SG/5542401
80687,312577,1221,66HP30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66HP30-SG/312577
80688,499201,1950,66KA37-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66KA37-SG/499201
80689,5615873,21937,66MH31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66MH31-SG/5615873
80690,391169,1528,66ML30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66ML30-SG/391169
80691,438273,1712,66ML30A-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66ML30A-SG/438273
80692,350209,1368,66MN30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66MN30-SG/350209
80693,5636353,22017,66MZ30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66MZ30-SG/5636353
80694,298241,1165,66PN30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66PN30-SG/298241
80695,4609,18,66RJ30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66RJ30-SG/4609
80696,156417,611,66RJ30A-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66RJ30A-SG/156417
80697,364033,1422,66RJ30B-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66RJ30B-SG/364033
80698,439041,1715,66RJ30C-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66RJ30C-SG/439041
80699,277505,1084,66SK30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66SK30-SG/277505
80700,5665025,22129,66TN29-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66TN29-SG/5665025
80701,5660417,22111,66TN30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66TN30-SG/5660417
80702,474625,1854,66UK31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66UK31-SG/474625
80703,278017,1086,66UP30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66UP30-SG/278017
80704,422145,1649,66UP30A-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66UP30A-SG/422145
80705,471553,1842,66UP31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66UP31-SG/471553
80706,440577,1721,66WB30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/66WB30-SG/440577
80707,5273601,20600,670AP26-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/670AP26-SG/5273601
80708,5632513,22002,670OR24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/670OR24-SG/5632513
80709,5649921,22070,670RJ50-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/670RJ50-SG/5649921
80710,5664769,22128,670TN50-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/670TN50-SG/5664769
80711,5651713,22077,671RJ30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/671RJ30-SG/5651713
80712,370177,1446,671TS40-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/671TS40-SG/370177
80713,5748993,22457,671TS50-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/671TS50-SG/5748993
80714,369409,1443,671WB40-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/671WB40-SG/369409
80715,5353985,20914,672AP28-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/672AP28-SG/5353985
80716,5353729,20913,672GA30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/672GA30-SG/5353729
80717,960001,3750,672GJ30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/672GJ30-SG/960001
80718,221953,867,672HR35-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/672HR35-SG/221953
80719,298497,1166,672KA33-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/672KA33-SG/298497
80720,742657,2901,672KL27-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/672KL27-SG/742657
80721,5577217,21786,672PN30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/672PN30-SG/5577217
80722,43777,171,672RJ30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/672RJ30-SG/43777
80723,107521,420,672TN27-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/672TN27-SG/107521
80724,5681153,22192,672TS26-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/672TS26-SG/5681153
80725,5607169,21903,673KL28-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/673KL28-SG/5607169
80726,5627137,21981,673MP30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/673MP30-SG/5627137
80727,353793,1382,673PN40-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/673PN40-SG/353793
80728,44289,173,673SK30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/673SK30-SG/44289
80729,5663233,22122,673TN30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/673TN30-SG/5663233
80730,321025,1254,673TN40-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/673TN40-SG/321025
80731,321537,1256,673TS50-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/673TS50-SG/321537
80732,42241,165,674GA30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/674GA30-SG/42241
80733,5577729,21788,674PN24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/674PN24-SG/5577729
80734,5660673,22112,674TN50-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/674TN50-SG/5660673
80735,354817,1386,674TS50-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/674TS50-SG/354817
80736,41217,161,674UP30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/674UP30-SG/41217
80737,1274881,4980,675BR27-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/675BR27-SG/1274881
80738,1171201,4575,675GJ31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/675GJ31-SG/1171201
80739,18945,74,675KA33-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/675KA33-SG/18945
80740,158209,618,675KA33A-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/675KA33A-SG/158209
80741,279553,1092,675KA34-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/675KA34-SG/279553
80742,257537,1006,675KA35-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/675KA35-SG/257537
80743,5632001,22000,675OR23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/675OR23-SG/5632001
80744,248065,969,675RJ30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/675RJ30-SG/248065
80745,817921,3195,675RJ31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/675RJ31-SG/817921
80746,593153,2317,676GS2061-GS,,0,,0.0,0.01,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/676GS2061-GS/593153
80747,24321,95,676MP33-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/676MP33-SG/24321
80748,259073,1012,676MP40-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/676MP40-SG/259073
80749,5559809,21718,676PN24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/676PN24-SG/5559809
80750,224513,877,676PN40-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/676PN40-SG/224513
80751,932097,3641,676RJ31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/676RJ31-SG/932097
80752,224257,876,677AP38-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/677AP38-SG/224257
80753,5740033,22422,677AP40-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/677AP40-SG/5740033
80754,1338113,5227,677BR28-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/677BR28-SG/1338113
80755,5739777,22421,677KA33-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/677KA33-SG/5739777
80756,8961,35,677KA34-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/677KA34-SG/8961
80757,898817,3511,677RJ31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/677RJ31-SG/898817
80758,5665537,22131,677TN24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/677TN24-SG/5665537
80759,861185,3364,677TN31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/677TN31-SG/861185
80760,10753,42,677WB40-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/677WB40-SG/10753
80761,818177,3196,678AP38-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678AP38-SG/818177
80762,819201,3200,678AP39-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678AP39-SG/819201
80763,1171969,4578,678GA31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678GA31-SG/1171969
80764,830465,3244,678JK33-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678JK33-SG/830465
80765,46593,182,678KA32-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678KA32-SG/46593
80766,935681,3655,678KL31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678KL31-SG/935681
80767,936705,3659,678MH31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678MH31-SG/936705
80768,47361,185,678MH32-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678MH32-SG/47361
80769,845825,3304,678MN31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678MN31-SG/845825
80770,5605633,21897,678RJ23-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678RJ23-SG/5605633
80771,5648129,22063,678RJ30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678RJ30-SG/5648129
80772,829697,3241,678RJ31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678RJ31-SG/829697
80773,863489,3373,678RJ31A-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678RJ31A-SG/863489
80774,932609,3643,678SK31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678SK31-SG/932609
80775,224769,878,678TS50-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678TS50-SG/224769
80776,299265,1169,678WB35-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/678WB35-SG/299265
80777,257025,1004,679AP34-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/679AP34-SG/257025
80778,1843713,7202,679GS2027-GS,,0,,0.0,0.01,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/679GS2027-GS/1843713
80779,1841921,7195,679GS2029-GS,,0,,0.0,0.01,1,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/679GS2029-GS/1841921
80780,900353,3517,679HR31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/679HR31-SG/900353
80781,5678593,22182,679JK30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/679JK30-SG/5678593
80782,8193,32,679MP33-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/679MP33-SG/8193
80783,280321,1095,679MP40-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/679MP40-SG/280321
80784,257793,1007,679PN35-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/679PN35-SG/257793
80785,1248513,4877,679WB28-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/679WB28-SG/1248513
80786,607745,2374,67AS27-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/67AS27-SG/607745
80787,42753,167,67GJ30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/67GJ30-SG/42753
80788,6657,26,67HR30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/67HR30-SG/6657
80789,5889,23,67JK30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/67JK30-SG/5889
80790,320769,1253,67JK32-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/67JK32-SG/320769
80791,43521,170,67KA30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/67KA30-SG/43521
80792,5610497,21916,67KL27-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/67KL27-SG/5610497
80793,40449,158,67MH28-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/67MH28-SG/40449
80794,21249,83,67ML30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/67ML30-SG/21249
80795,22017,86,67NL30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/67NL30-SG/22017
80796,5560065,21719,67PN30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/67PN30-SG/5560065
80797,5748737,22456,67PN40-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/67PN40-SG/5748737
80798,5650177,22071,67RJ24-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/67RJ24-SG/5650177
80799,22785,89,67TR30-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/67TR30-SG/22785
80800,1172737,4581,681KL31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/681KL31-SG/1172737
80801,109313,427,681MH28-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/681MH28-SG/109313
80802,948225,3704,681MH31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/681MH31-SG/948225
80803,961281,3755,681PN31-SG,,0,,0.0,0.01,100,EQ,NSE,NSE,https://kite.zerodha.com/chart/ext/tvc/NSE/681PN31-SG/961281
